shopper_id,total_bill_usd,asof_dt
FB,4.443390023,10/22/2015
FB,2.619164792,10/24/2015
FB,3.034827705,10/20/2015
FB,3.375152696,10/24/2015
FB,4.231658879,10/24/2015
FB,3.786020812,10/22/2015
FB,4.113408712,10/23/2015
FB,2.703870389,10/25/2015
FB,4.156462587,10/23/2015
FB,3.271271189,10/26/2015
FB,1.961654745,10/23/2015
FB,2.591797767,10/21/2015
FB,1.654189057,10/26/2015
FB,3.300006614,10/24/2015
FB,4.384504656,10/24/2015
FB,2.835546341,10/21/2015
FB,2.085149842,10/24/2015
FB,4.261408778,10/26/2015
FB,3.544195133,10/23/2015
FB,2.845761947,10/24/2015
FB,4.365760259,10/20/2015
FB,3.407974843,10/24/2015
FB,1.966172628,10/22/2015
FB,4.096984154,10/23/2015
FB,3.776654527,10/26/2015
FB,2.54315315,10/25/2015
FB,2.728260327,10/24/2015
FB,4.301067057,10/21/2015
FB,2.727766745,11/8/2015
FB,3.203150484,11/5/2015
FB,2.738434495,11/5/2015
FB,3.809497124,11/4/2015
FB,3.576480693,11/9/2015
FB,4.108402523,11/3/2015
FB,4.529675205,11/8/2015
FB,4.41950763,11/6/2015
FB,3.139029996,11/3/2015
FB,3.848735017,11/8/2015
FB,4.733856063,11/5/2015
FB,4.248341739,11/3/2015
FB,2.586861589,11/9/2015
FB,3.936226499,11/9/2015
FB,5.053007211,11/9/2015
FB,2.687615771,11/9/2015
FB,3.405937744,11/5/2015
FB,4.222400889,11/9/2015
FB,3.01761546,11/6/2015
FB,6.31592043,11/3/2015
FB,4.481169778,11/8/2015
FB,3.5288198,11/4/2015
FB,3.731183777,11/5/2015
FB,3.661472012,11/4/2015
FB,2.900626414,11/8/2015
FB,1.854859363,11/6/2015
FB,4.185315702,11/8/2015
FB,2.876626797,11/6/2015
FB,3.517757116,11/9/2015
FB,4.440209912,11/6/2015
FB,1.638470691,11/6/2015
FB,3.566850858,11/9/2015
FB,5.490964451,11/8/2015
FB,4.418126324,11/3/2015
FB,2.314575552,11/8/2015
FB,2.905155184,11/7/2015
FB,3.125091012,11/7/2015
FB,1.651857637,11/7/2015
FB,3.746662451,11/4/2015
FB,3.978410498,11/3/2015
FB,5.744873171,11/8/2015
FB,3.846114223,11/6/2015
FB,3.654940647,11/8/2015
FB,4.596962955,11/5/2015
FB,1.892335598,11/4/2015
FB,2.848543783,11/9/2015
FB,6.543098104,11/6/2015
FB,3.992497332,11/5/2015
FB,3.225045336,11/3/2015
FB,4.714807876,11/6/2015
FB,4.057732519,11/4/2015
FB,4.788701916,11/4/2015
FB,4.416843679,11/9/2015
FB,3.951223657,11/4/2015
FB,4.196676282,11/9/2015
FB,2.053463564,11/8/2015
FB,3.052631481,11/9/2015
FB,3.023396929,11/3/2015
FB,2.671534657,11/5/2015
FB,3.389617636,11/6/2015
FB,2.536140772,11/9/2015
FB,2.022000298,11/8/2015
FB,2.593445373,11/6/2015
FB,2.561881622,11/4/2015
FB,4.938251607,11/7/2015
FB,3.805403523,11/4/2015
FB,2.674390662,11/5/2015
FB,4.498127546,11/7/2015
FB,4.417747387,11/4/2015
FB,3.511357643,11/9/2015
FB,4.029056268,11/9/2015
FB,3.620717817,11/7/2015
FB,2.953367834,11/4/2015
FB,4.963271217,11/6/2015
FB,4.068256889,11/8/2015
FB,3.950910316,11/14/2015
FB,5.262903393,11/10/2015
FB,3.900169562,11/15/2015
FB,5.01123183,11/10/2015
FB,5.849726067,11/16/2015
FB,3.521444185,11/10/2015
FB,4.658878494,11/13/2015
FB,4.136151718,11/11/2015
FB,4.098033842,11/16/2015
FB,4.558581963,11/16/2015
FB,2.283778984,11/12/2015
FB,3.576302291,11/16/2015
FB,4.028542379,11/16/2015
FB,3.217049177,11/15/2015
FB,2.073824825,11/14/2015
FB,4.56633239,11/10/2015
FB,3.507577336,11/10/2015
FB,3.604747265,11/14/2015
FB,3.980716895,11/13/2015
FB,2.36762783,11/11/2015
FB,3.423384408,11/12/2015
FB,3.845340755,11/10/2015
FB,4.366967537,11/12/2015
FB,4.641265238,11/15/2015
FB,4.475393057,11/12/2015
FB,4.281228056,11/12/2015
FB,4.35284686,11/12/2015
FB,3.246035405,11/15/2015
FB,3.273753065,11/12/2015
FB,1.405100725,11/15/2015
FB,2.256016067,11/11/2015
FB,3.758651694,11/16/2015
FB,2.459460048,11/15/2015
FB,2.257966183,11/14/2015
FB,4.255727882,11/13/2015
FB,2.733645126,11/11/2015
FB,3.441299666,11/15/2015
FB,4.208003592,11/14/2015
FB,4.256073217,11/14/2015
FB,2.376117079,11/15/2015
FB,2.487867258,11/15/2015
FB,3.851835259,11/11/2015
FB,4.358533734,11/11/2015
FB,2.350619682,11/16/2015
FB,2.799842221,11/15/2015
FB,5.233164086,11/13/2015
FB,2.286628748,11/14/2015
FB,1.671070932,11/13/2015
FB,3.502043913,11/10/2015
FB,4.276379202,11/14/2015
FB,3.382264931,11/11/2015
FB,3.18433592,11/12/2015
FB,3.151360273,11/14/2015
FB,1.994433462,11/10/2015
FB,3.790725038,11/13/2015
FB,3.539017967,11/12/2015
FB,3.394016667,11/11/2015
FB,2.853083738,11/12/2015
FB,4.538847604,11/15/2015
FB,4.471611946,11/12/2015
FB,3.161920448,11/16/2015
FB,3.383926692,11/16/2015
FB,6.059489827,11/15/2015
FB,1.302367011,11/12/2015
FB,4.990213772,11/10/2015
FB,5.165606324,11/11/2015
FB,3.117684862,11/12/2015
FB,4.498427808,11/13/2015
FB,2.862354519,11/15/2015
FB,2.922387262,11/13/2015
FB,4.573295364,11/12/2015
FB,3.441609765,11/14/2015
FB,3.271741552,11/11/2015
FB,3.593192498,11/15/2015
FB,4.576662529,11/16/2015
FB,2.62924104,11/14/2015
FB,3.355069694,11/13/2015
FB,3.445919621,11/16/2015
FB,1.769770604,11/15/2015
FB,2.864596361,11/16/2015
FB,3.352958939,11/14/2015
FB,3.690923692,11/16/2015
FB,4.953868263,11/16/2015
FB,2.840975487,11/15/2015
FB,4.154226806,11/10/2015
FB,2.379741727,11/10/2015
FB,3.582842142,11/16/2015
FB,6.000504354,11/13/2015
FB,3.765720826,11/18/2015
FB,3.832285624,11/23/2015
FB,3.779519921,11/21/2015
FB,3.628754685,11/19/2015
FB,4.085242925,11/18/2015
FB,3.514037619,11/17/2015
FB,3.204247833,11/18/2015
FB,4.745547281,11/20/2015
FB,5.615880926,11/19/2015
FB,3.219163017,11/23/2015
FB,5.580368169,11/19/2015
FB,2.87966645,11/23/2015
FB,5.368857453,11/23/2015
FB,3.800000571,11/23/2015
FB,2.77522391,11/19/2015
FB,4.905878089,11/20/2015
FB,1.733451417,11/18/2015
FB,2.644602132,11/22/2015
FB,3.731224274,11/18/2015
FB,3.663216964,11/21/2015
FB,1.950229761,11/20/2015
FB,2.411568531,11/23/2015
FB,2.060577677,11/20/2015
FB,4.038243283,11/22/2015
FB,2.480261769,11/18/2015
FB,4.164248611,11/21/2015
FB,4.819136642,11/19/2015
FB,4.15914043,11/19/2015
FB,3.421205785,11/21/2015
FB,3.707730353,11/17/2015
FB,4.352158983,11/23/2015
FB,4.09779408,11/17/2015
FB,3.528631841,11/21/2015
FB,4.764577385,11/20/2015
FB,2.874431143,11/18/2015
FB,3.921378127,11/20/2015
FB,3.06741119,11/18/2015
FB,4.018067331,11/23/2015
FB,4.867172165,11/18/2015
FB,1.917240338,11/20/2015
FB,4.746665956,11/21/2015
FB,4.951822862,11/17/2015
FB,3.26762141,11/23/2015
FB,3.46129729,11/17/2015
FB,4.155164161,11/23/2015
FB,2.834944054,11/19/2015
FB,4.879781623,11/19/2015
FB,5.48903294,11/21/2015
FB,4.387932516,11/23/2015
FB,5.581014933,11/17/2015
FB,3.835974578,11/18/2015
FB,4.572688869,11/19/2015
FB,5.198170499,11/18/2015
FB,5.221061085,11/17/2015
FB,3.624219308,11/21/2015
FB,3.528597668,11/20/2015
FB,3.544168192,11/19/2015
FC,4.656437482,9/3/2015
FC,5.11721723,9/7/2015
FC,3.801293562,9/7/2015
FC,3.840424555,9/2/2015
FC,3.960660477,9/6/2015
FC,3.336084292,9/7/2015
FC,5.672689507,9/6/2015
FC,4.824926757,9/6/2015
FC,4.359137569,9/6/2015
FC,3.715593876,9/2/2015
FC,4.396492213,9/6/2015
FC,2.96587218,9/7/2015
FC,4.403160668,9/1/2015
FC,2.904697058,9/6/2015
FC,2.978600903,9/5/2015
FC,4.054656316,9/6/2015
FC,2.735738224,9/3/2015
FC,4.283556636,9/2/2015
FC,2.330918323,9/2/2015
FC,4.295053591,9/7/2015
FC,3.206524491,9/2/2015
FC,2.705882287,9/4/2015
FC,2.441201292,9/5/2015
FC,3.834907004,9/7/2015
FC,3.971206944,9/2/2015
FC,3.686605725,9/7/2015
FC,1.941179641,9/5/2015
FC,3.108048789,9/1/2015
FC,4.387224646,9/5/2015
FC,4.451494764,9/5/2015
FC,3.537913298,9/2/2015
FC,3.69170307,9/3/2015
FC,1.921338998,9/1/2015
FC,3.633295453,9/5/2015
FC,2.573498082,9/6/2015
FC,2.783258714,9/2/2015
FC,2.879860247,9/7/2015
FC,1.394167112,9/3/2015
FC,4.337710057,9/7/2015
FC,2.285989927,9/3/2015
FC,3.469544399,9/5/2015
FC,3.658825914,9/3/2015
FC,3.659853437,9/7/2015
FC,3.278072894,9/3/2015
FC,3.456045286,9/7/2015
FC,3.679547367,9/2/2015
FC,4.967360334,9/3/2015
FC,2.530077244,9/7/2015
FC,3.915729748,9/7/2015
FC,2.596359425,9/3/2015
FC,4.56495687,9/6/2015
FC,6.321816816,9/5/2015
FC,3.155484713,9/7/2015
FC,3.03938185,9/5/2015
FC,2.528480449,9/1/2015
FC,4.823725705,9/3/2015
FC,3.821390839,9/4/2015
FC,3.827670838,9/3/2015
FC,4.429245206,9/1/2015
FC,2.905571532,9/5/2015
FC,3.317155667,9/4/2015
FC,4.537269642,9/2/2015
FC,3.791800811,9/3/2015
FC,4.653256903,9/3/2015
FC,3.802856378,9/12/2015
FC,2.843583558,9/13/2015
FC,3.923683282,9/14/2015
FC,3.581144164,9/10/2015
FC,4.128467589,9/9/2015
FC,4.036529731,9/8/2015
FC,2.526582691,9/11/2015
FC,2.908576923,9/14/2015
FC,2.593075581,9/12/2015
FC,5.53512144,9/8/2015
FC,2.661787342,9/12/2015
FC,2.477511385,9/14/2015
FC,3.576774766,9/9/2015
FC,2.943277794,9/11/2015
FC,4.174042594,9/11/2015
FC,4.312889881,9/14/2015
FC,3.399263863,9/13/2015
FC,4.123654602,9/10/2015
FC,3.087834751,9/12/2015
FC,2.525208277,9/10/2015
FC,5.552931357,9/14/2015
FC,3.815824192,9/13/2015
FC,3.115287724,9/11/2015
FC,3.129365965,9/8/2015
FC,2.125411587,9/10/2015
FC,4.517287278,9/10/2015
FC,2.702869779,9/9/2015
FC,4.753995528,9/11/2015
FC,2.186437697,9/9/2015
FC,4.31045473,9/9/2015
FC,3.981796072,9/8/2015
FC,4.031812699,9/10/2015
FC,4.793557873,9/10/2015
FC,2.199073533,9/12/2015
FC,4.781172963,9/9/2015
FC,3.110245378,9/13/2015
FC,5.016998631,9/14/2015
FC,2.194670235,9/9/2015
FC,3.694495697,9/10/2015
FC,5.164005336,9/11/2015
FC,2.423356077,9/13/2015
FC,2.697476737,9/9/2015
FC,3.192415419,9/15/2015
FC,3.367879456,9/15/2015
FC,3.882641053,9/15/2015
FC,5.296627896,9/17/2015
FC,4.444724639,9/21/2015
FC,5.694148465,9/18/2015
FC,3.110414358,9/17/2015
FC,3.673658604,9/20/2015
FC,4.007033871,9/21/2015
FC,3.505968002,9/17/2015
FC,3.631935749,9/19/2015
FC,3.979965424,9/19/2015
FC,4.039337904,9/15/2015
FC,3.241555393,9/19/2015
FC,3.179965177,9/21/2015
FC,3.984518067,9/19/2015
FC,2.894188634,9/15/2015
FC,3.768785307,9/19/2015
FC,4.657982392,9/16/2015
FC,3.189518048,9/21/2015
FC,4.305264777,9/17/2015
FC,5.142369196,9/21/2015
FC,4.569345702,9/20/2015
FC,4.252217004,9/17/2015
FC,6.191544111,9/21/2015
FC,3.716208712,9/21/2015
FC,4.054553471,9/19/2015
FC,6.264108983,9/15/2015
FC,3.638670497,9/21/2015
FC,3.012728699,9/21/2015
FC,3.209898674,9/19/2015
FC,5.582867153,9/20/2015
FC,2.490981731,9/18/2015
FC,3.758476782,9/17/2015
FC,3.386659519,9/17/2015
FC,3.388913912,9/20/2015
FC,4.116455592,9/16/2015
FC,4.536998506,9/21/2015
FC,3.431698456,9/15/2015
FC,5.238663323,9/17/2015
FC,5.812615551,9/18/2015
FC,3.742792448,9/17/2015
FC,4.523937954,9/16/2015
FC,5.060890442,9/17/2015
FC,4.907967298,9/20/2015
FC,4.797588375,9/18/2015
FC,2.929060778,9/15/2015
FC,3.845707794,9/17/2015
FC,3.616190289,9/21/2015
FC,2.033913559,9/21/2015
FC,2.843376646,9/15/2015
FC,3.487781267,9/19/2015
FC,1.985351791,9/21/2015
FC,4.849396505,9/19/2015
FC,3.348719712,9/21/2015
FC,2.57410034,9/19/2015
FC,2.064477817,9/20/2015
FC,3.737440665,9/18/2015
FC,3.970541371,9/25/2015
FC,5.438323448,9/26/2015
FC,4.124481395,9/26/2015
FC,3.81851242,9/27/2015
FC,5.643812426,9/23/2015
FC,4.624349543,9/26/2015
FC,2.150563308,9/24/2015
FC,3.325910548,9/25/2015
FC,3.46240505,9/24/2015
FC,3.956042844,9/22/2015
FC,1.598852292,9/23/2015
FC,1.799122881,9/28/2015
FC,4.393738024,9/25/2015
FC,3.260301652,9/22/2015
FC,3.289656739,9/24/2015
FC,2.409011287,9/28/2015
FC,3.865924217,9/25/2015
FC,2.618097002,9/28/2015
FC,4.622341923,9/22/2015
FC,2.436063595,9/28/2015
FC,4.461179696,9/27/2015
FC,4.498303382,9/23/2015
FC,3.841154305,9/23/2015
FC,2.505866018,9/24/2015
FC,3.357786593,9/23/2015
FC,2.564888878,9/22/2015
FC,2.853358191,9/24/2015
FC,3.5064255,9/25/2015
FC,3.512501055,9/25/2015
FC,3.436288056,9/22/2015
FC,2.99007265,9/23/2015
FC,3.996856395,9/25/2015
FC,4.016272602,9/28/2015
FC,3.022309021,9/25/2015
FC,2.247045245,9/28/2015
FC,1.641618372,9/22/2015
FC,3.197804199,9/27/2015
FC,3.201751592,9/26/2015
FC,2.038870842,9/24/2015
FC,5.051163995,9/22/2015
FC,1.809478137,9/23/2015
FC,3.544935714,9/25/2015
FC,3.478164474,9/22/2015
FC,3.187443696,9/23/2015
FC,2.970114747,9/26/2015
FC,2.598704447,9/25/2015
FC,3.705446544,9/28/2015
FC,2.45490972,9/24/2015
FC,2.947156888,9/23/2015
FC,3.429607714,9/27/2015
FC,4.775440387,9/28/2015
FC,4.172813074,9/24/2015
FC,2.869510641,9/23/2015
FC,2.446968613,9/28/2015
FC,3.97593017,9/28/2015
FC,3.106744829,9/24/2015
FC,3.76120823,9/23/2015
FC,2.775367117,9/26/2015
FC,2.590851175,9/23/2015
FC,3.668720804,9/24/2015
FC,3.910721558,9/22/2015
FC,3.626958372,9/26/2015
FC,2.288868706,9/28/2015
FC,3.131574822,9/24/2015
FC,4.705861071,9/22/2015
FC,3.073302459,9/27/2015
FC,5.367204743,9/23/2015
FC,3.970499005,9/23/2015
FC,3.717946638,9/29/2015
FC,4.807631913,10/2/2015
FC,1.951640165,10/1/2015
FC,2.101812389,10/4/2015
FC,3.822198034,10/4/2015
FC,2.986836872,9/30/2015
FC,2.752696081,9/29/2015
FC,3.676640254,10/4/2015
FC,2.421518355,10/2/2015
FC,3.289008273,10/2/2015
FC,5.738078685,9/29/2015
FC,4.778979808,9/30/2015
FC,5.567744213,10/5/2015
FC,3.196375546,10/3/2015
FC,3.228870925,10/4/2015
FC,3.57217685,10/3/2015
FC,4.310985618,10/4/2015
FC,2.90773587,10/3/2015
FC,3.095448039,9/30/2015
FC,1.576552132,10/2/2015
FC,2.057384709,9/30/2015
FC,4.773058765,9/30/2015
FC,3.451194043,10/4/2015
FC,4.467178315,9/30/2015
FC,3.620791185,10/2/2015
FC,3.250706008,10/5/2015
FC,3.081280373,9/30/2015
FC,2.663315029,9/29/2015
FC,4.303173636,10/5/2015
FC,2.60384921,10/5/2015
FC,2.645270389,9/30/2015
FC,5.250059434,10/4/2015
FC,4.55592267,10/2/2015
FC,2.641344981,10/1/2015
FC,3.020210369,10/5/2015
FC,4.737818766,10/4/2015
FC,2.685897045,10/3/2015
FC,3.662134744,10/3/2015
FC,2.905442721,10/1/2015
FC,3.834177742,10/5/2015
FC,3.85810048,10/4/2015
FC,2.545588982,10/4/2015
FC,3.99697758,10/1/2015
FC,3.176086614,9/29/2015
FC,3.690825811,10/2/2015
FC,3.481938535,10/2/2015
FC,4.090140203,10/5/2015
FC,3.619979433,10/11/2015
FC,3.180791149,10/12/2015
FC,3.212103095,10/9/2015
FC,2.881907943,10/6/2015
FC,4.112059144,10/10/2015
FC,4.774090804,10/9/2015
FC,3.808693827,10/9/2015
FC,1.986319179,10/10/2015
FC,2.813289647,10/11/2015
FC,4.127864037,10/12/2015
FC,4.468272779,10/8/2015
FC,2.097269965,10/7/2015
FC,3.661841395,10/6/2015
FC,3.507237779,10/6/2015
FC,4.145575221,10/10/2015
FC,2.078330839,10/7/2015
FC,3.114379017,10/11/2015
FC,3.598475399,10/12/2015
FC,5.232730323,10/8/2015
FC,2.07498991,10/10/2015
FC,2.669364144,10/10/2015
FC,3.198791809,10/7/2015
FC,5.507020175,10/8/2015
FC,4.118667876,10/10/2015
FC,1.660636758,10/8/2015
FC,4.034576178,10/9/2015
FC,3.3852973,10/12/2015
FC,2.992247244,10/10/2015
FC,3.108684936,10/12/2015
FC,2.033188594,10/11/2015
FC,3.375075104,10/8/2015
FC,5.109722664,10/10/2015
FC,3.817650202,10/10/2015
FC,4.35275263,10/6/2015
FC,2.36288639,10/8/2015
FC,5.635587738,10/8/2015
FC,5.319094516,10/9/2015
FC,3.103802198,10/12/2015
FC,2.92778862,10/8/2015
FC,4.592127987,10/11/2015
FC,3.496173224,10/6/2015
FC,3.377372354,10/6/2015
FC,1.975999238,10/6/2015
FC,5.289232593,10/12/2015
FC,2.34052899,10/10/2015
FC,3.311345933,10/8/2015
FC,3.482043192,10/10/2015
FC,4.672488549,10/6/2015
FC,2.480156873,10/6/2015
FC,3.282253927,10/6/2015
FC,4.04730797,10/6/2015
FC,3.522356744,10/11/2015
FC,2.46243936,10/7/2015
FC,3.022035616,10/9/2015
FC,3.731440535,10/7/2015
FC,3.422803793,10/11/2015
FC,2.118956384,10/9/2015
FC,4.364427772,10/6/2015
FC,4.143385308,10/7/2015
FC,3.970055714,10/6/2015
FC,4.13815536,10/7/2015
FC,5.69920752,10/6/2015
FC,1.769035166,10/11/2015
FC,3.916519996,10/6/2015
FC,3.335057908,10/9/2015
FC,4.061772331,10/11/2015
FC,3.186252361,10/8/2015
FC,2.108852919,10/11/2015
FC,3.387785895,10/10/2015
FC,3.119409156,10/12/2015
FC,2.897096418,10/7/2015
FC,3.877602863,10/12/2015
FC,2.235908149,10/12/2015
FC,1.35647722,10/6/2015
FC,3.117965854,10/9/2015
FC,2.663699972,10/8/2015
FC,4.425341507,10/9/2015
FC,3.326282032,10/9/2015
FC,2.723182973,10/11/2015
FC,2.500179008,10/9/2015
FC,4.807869071,10/12/2015
FC,4.246647145,10/16/2015
FC,4.797844222,10/18/2015
FC,4.328984915,10/17/2015
FC,1.99282629,10/14/2015
FC,4.346371235,10/19/2015
FC,3.99384723,10/17/2015
FC,2.715272589,10/18/2015
FC,3.510268044,10/13/2015
FC,3.452668172,10/14/2015
FC,4.983391056,10/14/2015
FC,1.599137923,10/13/2015
FC,5.293340144,10/15/2015
FC,1.857962928,10/13/2015
FC,3.115178138,10/14/2015
FC,3.2640949,10/18/2015
FC,4.970922932,10/15/2015
FC,3.021701127,10/13/2015
FC,3.859706423,10/17/2015
FC,3.650568469,10/15/2015
FC,3.480314538,10/17/2015
FC,4.714754708,10/18/2015
FC,4.527256168,10/19/2015
FC,3.805549233,10/13/2015
FC,3.147850644,10/13/2015
FC,5.187419379,10/15/2015
FC,4.729252522,10/14/2015
FC,1.917033156,10/18/2015
FC,3.26252486,10/18/2015
FC,3.829050454,10/19/2015
FC,4.747552575,10/19/2015
FC,3.977984177,10/16/2015
FC,1.914133927,10/16/2015
FC,4.294259048,10/15/2015
FC,1.628849759,10/18/2015
FC,2.58145864,10/19/2015
FC,3.202535852,10/14/2015
FC,2.737725614,10/13/2015
FC,4.69433778,10/15/2015
FC,4.447598916,10/19/2015
FC,4.950239489,10/18/2015
FC,3.028459989,10/13/2015
FC,4.290496932,10/13/2015
FC,4.886780902,10/16/2015
FC,3.588645553,10/13/2015
FC,2.910959105,10/13/2015
FC,2.512426159,10/18/2015
FC,4.452812096,10/15/2015
FC,3.043078107,10/15/2015
FC,4.126443197,10/13/2015
FC,3.710312803,10/16/2015
FC,2.021105137,10/13/2015
FC,3.95446148,10/19/2015
FC,3.837001365,10/19/2015
FC,4.138271769,10/17/2015
FC,3.621720649,10/19/2015
FC,4.820992337,10/19/2015
FC,5.106853116,10/18/2015
FC,2.118600407,10/18/2015
FC,3.636557622,10/18/2015
FC,4.020927281,10/19/2015
FC,3.540135589,10/18/2015
FC,3.31904449,10/16/2015
FC,4.187967665,10/14/2015
FC,2.096194928,10/13/2015
FC,2.356408053,10/13/2015
FC,3.631156969,10/14/2015
FC,3.484012521,10/14/2015
FC,2.232311079,10/13/2015
FC,3.368122576,10/13/2015
FC,2.168375902,10/15/2015
FC,1.616592743,10/13/2015
FC,3.760464538,10/19/2015
FC,1.979665491,10/16/2015
FC,3.635653202,10/17/2015
FC,2.678907658,10/19/2015
FC,3.406018209,10/17/2015
FC,2.137836505,10/16/2015
FC,2.538428241,10/16/2015
FC,3.089516557,10/19/2015
FC,2.902852446,10/16/2015
FC,4.975895691,10/17/2015
FC,3.671026154,10/14/2015
FC,4.682809597,10/18/2015
FC,2.701748783,10/18/2015
FC,2.899760927,10/14/2015
FC,2.377750433,10/16/2015
FC,3.069457207,10/13/2015
FC,2.893315563,10/18/2015
FC,4.185381367,10/18/2015
FC,3.323773145,10/17/2015
FC,2.36616932,11/3/2015
FC,3.432270791,11/5/2015
FC,2.919380215,11/6/2015
FC,3.925993801,11/3/2015
FC,3.906106128,11/5/2015
FC,3.589995484,11/9/2015
FC,4.174016157,11/8/2015
FC,3.105906503,11/7/2015
FC,4.577904381,11/9/2015
FC,3.415041909,11/9/2015
FC,5.452136158,11/6/2015
FC,1.854860342,11/3/2015
FC,4.705640585,11/7/2015
FC,4.60961571,11/8/2015
FC,2.434514016,11/8/2015
FC,2.335663252,11/7/2015
FC,2.053746713,11/8/2015
FC,1.382851815,11/7/2015
FC,2.661804189,11/7/2015
FC,4.009499432,11/9/2015
FC,3.262396042,11/6/2015
FC,3.238303298,11/6/2015
FC,4.6483931,11/9/2015
FC,5.008822731,11/4/2015
FC,2.675545168,11/8/2015
FC,2.91977105,11/4/2015
FC,5.870840727,11/5/2015
FC,2.498733335,11/9/2015
FC,3.209198072,11/3/2015
FC,1.688624335,11/4/2015
FC,2.435890456,11/3/2015
FC,2.550315625,11/5/2015
FC,3.172999678,11/8/2015
FC,5.382407768,11/5/2015
FC,4.316999324,11/8/2015
FC,2.187409721,11/5/2015
FC,3.685972298,11/9/2015
FC,2.081692452,11/6/2015
FC,5.210587102,11/7/2015
FC,2.488466632,11/4/2015
FC,2.940094926,11/9/2015
FC,3.621823174,11/4/2015
FC,3.114366418,11/8/2015
FC,3.979446229,11/4/2015
FC,3.087751817,11/3/2015
FC,5.101135488,11/6/2015
FC,4.41166166,11/5/2015
FC,4.599948079,11/4/2015
FC,4.144122151,11/3/2015
FC,4.184810844,11/9/2015
FC,4.259785607,11/5/2015
FC,2.770052796,11/4/2015
FC,2.906055399,11/5/2015
FC,3.575841943,11/6/2015
FC,3.636035948,11/7/2015
FC,5.195975336,11/9/2015
FC,3.846220617,11/8/2015
FC,3.840051625,11/5/2015
FC,4.061269817,11/9/2015
FC,2.353996415,11/4/2015
FC,4.494840793,11/4/2015
FC,2.223436681,11/4/2015
FC,3.388170897,11/9/2015
FC,2.89513591,11/5/2015
FC,5.030842734,11/5/2015
FC,4.05955291,11/7/2015
FC,3.418757377,11/3/2015
FC,4.077833142,11/8/2015
FC,2.068802395,11/4/2015
FC,2.487526336,11/3/2015
FC,4.216234246,11/5/2015
FC,3.971203129,11/6/2015
FC,3.118785416,11/9/2015
FC,4.02024929,11/6/2015
FC,5.328554654,11/5/2015
FC,5.007521633,11/7/2015
FC,3.187011603,11/6/2015
FC,5.310819483,11/9/2015
FC,2.107776999,11/9/2015
FC,3.450274308,11/8/2015
FC,4.329948159,11/4/2015
FC,2.212632939,11/3/2015
FC,4.44586298,11/9/2015
FC,2.242556635,11/5/2015
FC,2.503285837,11/5/2015
FC,2.088674565,11/6/2015
FC,5.491911353,11/5/2015
FC,3.236944781,11/9/2015
FC,4.955182891,11/9/2015
FC,4.418926848,11/3/2015
FC,5.830496312,11/7/2015
FC,1.916256794,11/5/2015
FC,4.18620325,11/9/2015
FC,2.206435798,11/3/2015
FC,2.272004591,11/4/2015
FC,4.358323565,11/3/2015
FC,2.592139909,11/5/2015
FC,5.569171112,11/4/2015
FC,4.602451047,11/7/2015
FC,3.897134745,11/9/2015
FC,3.497336133,11/4/2015
FC,5.489788246,11/5/2015
FC,4.031822058,11/9/2015
FC,3.625932166,11/3/2015
FC,3.626088077,11/6/2015
FC,3.588868512,11/9/2015
FC,1.463569939,11/3/2015
FC,2.934379749,11/13/2015
FC,3.822330215,11/15/2015
FC,4.270186838,11/14/2015
FC,3.65076341,11/13/2015
FC,3.497958887,11/15/2015
FC,4.566664113,11/15/2015
FC,3.169426663,11/14/2015
FC,2.243990226,11/14/2015
FC,1.721875803,11/10/2015
FC,4.105713597,11/16/2015
FC,1.48701168,11/10/2015
FC,3.498976487,11/14/2015
FC,4.566099243,11/14/2015
FC,4.584058055,11/13/2015
FC,2.622485936,11/16/2015
FC,3.129702008,11/14/2015
FC,2.69844548,11/11/2015
FC,2.849695298,11/14/2015
FC,3.725067299,11/10/2015
FC,3.360485367,11/12/2015
FC,2.395045322,11/14/2015
FC,3.255991174,11/16/2015
FC,1.744729982,11/12/2015
FC,2.63780341,11/10/2015
FC,3.664930404,11/13/2015
FC,4.381824052,11/15/2015
FC,4.309108829,11/11/2015
FC,3.786452095,11/15/2015
FC,5.202990134,11/16/2015
FC,5.489786282,11/10/2015
FC,3.032121619,11/15/2015
FC,3.134997465,11/10/2015
FC,2.925554781,11/14/2015
FC,3.610534763,11/11/2015
FC,5.141119558,11/12/2015
FC,4.721206837,11/10/2015
FC,3.75381974,11/15/2015
FC,2.5520288,11/15/2015
FC,2.560084983,11/12/2015
FC,1.397673124,11/13/2015
FC,3.845254892,11/14/2015
FC,4.126849697,11/15/2015
FC,3.670619897,11/12/2015
FC,3.955386691,11/16/2015
FC,4.730875843,11/15/2015
FC,1.989342142,11/12/2015
FC,3.362175416,11/13/2015
FC,2.732073187,11/16/2015
FC,4.488251482,11/14/2015
FC,3.832241245,11/11/2015
FC,3.402571986,11/16/2015
FD,1.424297616,9/11/2015
FD,2.566863527,9/12/2015
FD,2.935816867,9/14/2015
FD,2.626596561,9/11/2015
FD,2.810602478,9/14/2015
FD,5.153764198,9/14/2015
FD,3.184784038,9/9/2015
FD,4.95005673,9/8/2015
FD,3.955345297,9/8/2015
FD,4.075573585,9/13/2015
FD,2.67692234,9/9/2015
FD,5.296129343,9/9/2015
FD,4.657273167,9/9/2015
FD,1.972717439,9/8/2015
FD,5.400302241,9/13/2015
FD,3.437490029,9/10/2015
FD,3.726478429,9/9/2015
