asof_dt,Name,Sector,ret,w_p,w_bm
7/26/2014,VERIZON COMM,Telecommunicatons,0.01330,0.20930,-0.09350
7/27/2014,GENERAL MOTORS,Consumer Discretionary,0.05180,0.00670,0.05400
7/27/2014,HOME DEPOT,Consumer Discretionary,-0.05200,0.04040,0.02650
7/27/2014,MCDONALD'S,Consumer Discretionary,-0.02560,0.01110,0.00310
7/27/2014,WALMART,Consumer Discretionary,-0.06270,0.04770,0.00970
7/27/2014,DISNEY (WALT),Consumer Discretionary,-0.01570,0.05470,0.02140
7/27/2014,COCA-COLA,Consumer Staples,-0.07030,0.03900,0.04950
7/27/2014,KRAFT FOODS,Consumer Staples,-0.06470,0.04070,0.04330
7/27/2014,PROCTER & GAMBLE,Consumer Staples,-0.06970,0.02930,0.05130
7/27/2014,CHEVRON,Energy,0.07170,0.04530,0.00790
7/27/2014,EXXONMOBIL,Energy,0.09450,0.05460,0.01480
7/27/2014,AMER EXPRESS,Financials,-0.08660,0.02490,0.04330
7/27/2014,BANK OF AMERICA,Financials,0.06480,0.01270,0.02380
7/27/2014,CITIGROUP,Financials,0.00710,0.01610,0.00680
7/27/2014,JPMORGAN CHASE & CO,Financials,-0.07450,0.00140,0.05850
7/27/2014,JOHNSON & JOHNSON,Health Care,0.01160,0.00190,0.05670
7/27/2014,MERCK & CO.,Health Care,-0.02980,0.05290,0.03360
7/27/2014,PFIZER,Health Care,0.01480,0.00370,0.04610
7/27/2014,3M COMPANY,Industrials,-0.02170,0.04430,0.01760
7/27/2014,BOEING,Industrials,-0.01890,0.01070,0.02210
7/27/2014,CATERPILLAR,Industrials,0.00760,0.02170,0.02710
7/27/2014,GENERAL ELECTRIC,Industrials,0.02300,0.03170,0.03500
7/27/2014,UNITED TECHNOLOGIES,Industrials,0.05340,0.03370,0.01570
7/27/2014,HEWLETT-PACKARD,Information Technology,0.08690,0.00310,0.01110
7/27/2014,INTEL,Information Technology,0.05360,0.00810,0.00230
7/27/2014,INT'L BUSINESS MACH,Information Technology,0.04120,0.01860,0.01100
7/27/2014,MICROSOFT,Information Technology,0.09660,0.02890,0.00820
7/27/2014,ALCOA,Materials,-0.05430,0.01130,0.04430
7/27/2014,DUPONT,Materials,-0.01840,0.03330,0.05470
7/27/2014,AT&T,Telecommunicatons,0.06490,0.03860,0.00310
7/27/2014,VERIZON COMM,Telecommunicatons,0.03130,0.23260,0.19720
7/28/2014,GENERAL MOTORS,Consumer Discretionary,-0.01450,0.05620,0.05630
7/28/2014,HOME DEPOT,Consumer Discretionary,0.06040,0.01200,0.00290
7/28/2014,MCDONALD'S,Consumer Discretionary,-0.04970,0.04080,0.02740
7/28/2014,WALMART,Consumer Discretionary,0.04430,0.00190,0.03440
7/28/2014,DISNEY (WALT),Consumer Discretionary,0.05140,0.01640,0.05710
7/28/2014,COCA-COLA,Consumer Staples,-0.04520,0.00190,0.03200
7/28/2014,KRAFT FOODS,Consumer Staples,0.02490,0.05820,0.00170
7/28/2014,PROCTER & GAMBLE,Consumer Staples,0.01850,0.02060,0.04560
7/28/2014,CHEVRON,Energy,-0.01770,0.04610,0.03110
7/28/2014,EXXONMOBIL,Energy,0.06510,0.00570,0.02090
7/28/2014,AMER EXPRESS,Financials,0.00070,0.00510,0.05280
7/28/2014,BANK OF AMERICA,Financials,-0.06310,0.04420,0.04190
7/28/2014,CITIGROUP,Financials,-0.05560,0.01320,0.03140
7/28/2014,JPMORGAN CHASE & CO,Financials,-0.08610,0.01810,0.00420
7/28/2014,JOHNSON & JOHNSON,Health Care,-0.01660,0.04080,0.04410
7/28/2014,MERCK & CO.,Health Care,0.06250,0.00900,0.04210
7/28/2014,PFIZER,Health Care,-0.03820,0.02400,0.01800
7/28/2014,3M COMPANY,Industrials,0.01090,0.05460,0.00470
7/28/2014,BOEING,Industrials,0.06570,0.02640,0.02470
7/28/2014,CATERPILLAR,Industrials,-0.00200,0.04480,0.05810
7/28/2014,GENERAL ELECTRIC,Industrials,-0.08420,0.02220,0.02750
7/28/2014,UNITED TECHNOLOGIES,Industrials,-0.05430,0.00560,0.04250
7/28/2014,HEWLETT-PACKARD,Information Technology,-0.08680,0.01870,0.00540
7/28/2014,INTEL,Information Technology,0.06130,0.01290,0.05100
7/28/2014,INT'L BUSINESS MACH,Information Technology,0.01640,0.01060,0.02630
7/28/2014,MICROSOFT,Information Technology,-0.01250,0.00500,0.05090
7/28/2014,ALCOA,Materials,-0.01360,0.01460,0.03730
7/28/2014,DUPONT,Materials,0.01300,0.05250,0.01500
7/28/2014,AT&T,Telecommunicatons,-0.09320,0.02680,0.02990
7/28/2014,VERIZON COMM,Telecommunicatons,0.06170,0.29100,0.08270
7/29/2014,GENERAL MOTORS,Consumer Discretionary,-0.01700,0.01870,0.02790
7/29/2014,HOME DEPOT,Consumer Discretionary,-0.07360,0.05440,0.00400
7/29/2014,MCDONALD'S,Consumer Discretionary,-0.08760,0.01800,0.03030
7/29/2014,WALMART,Consumer Discretionary,0.06220,0.01130,0.02950
7/29/2014,DISNEY (WALT),Consumer Discretionary,-0.02750,0.01920,0.05810
7/29/2014,COCA-COLA,Consumer Staples,0.07150,0.05740,0.00350
7/29/2014,KRAFT FOODS,Consumer Staples,0.06500,0.03870,0.02170
7/29/2014,PROCTER & GAMBLE,Consumer Staples,0.06190,0.04340,0.05840
7/29/2014,CHEVRON,Energy,-0.03000,0.00630,0.00180
7/29/2014,EXXONMOBIL,Energy,0.03260,0.00200,0.05750
7/29/2014,AMER EXPRESS,Financials,0.06680,0.03210,0.04500
7/29/2014,BANK OF AMERICA,Financials,-0.09280,0.03110,0.02230
7/29/2014,CITIGROUP,Financials,-0.00720,0.02290,0.05570
7/29/2014,JPMORGAN CHASE & CO,Financials,0.08010,0.00270,0.02160
7/29/2014,JOHNSON & JOHNSON,Health Care,-0.07830,0.00310,0.00400
7/29/2014,MERCK & CO.,Health Care,-0.01720,0.05380,0.03210
7/29/2014,PFIZER,Health Care,-0.01980,0.02520,0.03460
7/29/2014,3M COMPANY,Industrials,-0.05000,0.01930,0.01060
7/29/2014,BOEING,Industrials,0.04100,0.04680,0.01410
7/29/2014,CATERPILLAR,Industrials,-0.02500,0.01510,0.01510
7/29/2014,GENERAL ELECTRIC,Industrials,0.00310,0.03510,0.04410
7/29/2014,UNITED TECHNOLOGIES,Industrials,0.03910,0.05170,0.00380
7/29/2014,HEWLETT-PACKARD,Information Technology,-0.06990,0.00310,0.03920
7/29/2014,INTEL,Information Technology,0.07510,0.05050,0.03680
7/29/2014,INT'L BUSINESS MACH,Information Technology,0.04010,0.05260,0.01380
7/29/2014,MICROSOFT,Information Technology,-0.09460,0.02750,0.01680
7/29/2014,ALCOA,Materials,0.08670,0.05500,0.05250
7/29/2014,DUPONT,Materials,0.04560,0.02700,0.00820
7/29/2014,AT&T,Telecommunicatons,0.02440,0.04790,0.00350
7/29/2014,VERIZON COMM,Telecommunicatons,-0.00420,0.12830,0.23320
7/30/2014,GENERAL MOTORS,Consumer Discretionary,0.08990,0.04250,0.04400
7/30/2014,HOME DEPOT,Consumer Discretionary,0.08940,0.00690,0.03390
7/30/2014,MCDONALD'S,Consumer Discretionary,-0.02910,0.02780,0.03960
7/30/2014,WALMART,Consumer Discretionary,-0.09470,0.04650,0.03470
7/30/2014,DISNEY (WALT),Consumer Discretionary,-0.08330,0.00340,0.04760
7/30/2014,COCA-COLA,Consumer Staples,-0.06670,0.05060,0.05370
7/30/2014,KRAFT FOODS,Consumer Staples,0.06560,0.02240,0.01130
7/30/2014,PROCTER & GAMBLE,Consumer Staples,0.03220,0.03490,0.00920
7/30/2014,CHEVRON,Energy,-0.04640,0.02530,0.03980
7/30/2014,EXXONMOBIL,Energy,0.08360,0.01020,0.03260
7/30/2014,AMER EXPRESS,Financials,-0.00200,0.01520,0.01700
7/30/2014,BANK OF AMERICA,Financials,0.00160,0.00800,0.01650
7/30/2014,CITIGROUP,Financials,-0.04440,0.01750,0.02120
7/30/2014,JPMORGAN CHASE & CO,Financials,0.01610,0.05810,0.01190
7/30/2014,JOHNSON & JOHNSON,Health Care,-0.00690,0.02620,0.02100
7/30/2014,MERCK & CO.,Health Care,-0.00150,0.05470,0.04560
7/30/2014,PFIZER,Health Care,0.02710,0.03690,0.03320
7/30/2014,3M COMPANY,Industrials,0.03060,0.01330,0.01180
7/30/2014,BOEING,Industrials,0.08040,0.01710,0.00850
7/30/2014,CATERPILLAR,Industrials,0.04280,0.05380,0.04870
7/30/2014,GENERAL ELECTRIC,Industrials,-0.08470,0.04590,0.03970
7/30/2014,UNITED TECHNOLOGIES,Industrials,-0.01900,0.01280,0.00660
7/30/2014,HEWLETT-PACKARD,Information Technology,-0.09270,0.03430,0.05430
7/30/2014,INTEL,Information Technology,-0.05830,0.02730,0.03430
7/30/2014,INT'L BUSINESS MACH,Information Technology,-0.09960,0.00450,0.01980
7/30/2014,MICROSOFT,Information Technology,-0.04790,0.05260,0.01570
7/30/2014,ALCOA,Materials,0.07410,0.01850,0.02730
7/30/2014,DUPONT,Materials,0.04970,0.01860,0.05830
7/30/2014,AT&T,Telecommunicatons,0.01960,0.05180,0.02180
7/30/2014,VERIZON COMM,Telecommunicatons,-0.04430,0.16220,0.14040
7/31/2014,GENERAL MOTORS,Consumer Discretionary,0.01610,0.03100,0.02990
7/31/2014,HOME DEPOT,Consumer Discretionary,0.05800,0.02260,0.01310
7/31/2014,MCDONALD'S,Consumer Discretionary,0.00870,0.04250,0.02120
7/31/2014,WALMART,Consumer Discretionary,0.02410,0.02330,0.05840
7/31/2014,DISNEY (WALT),Consumer Discretionary,0.08860,0.02890,0.01040
7/31/2014,COCA-COLA,Consumer Staples,-0.08260,0.04390,0.05580
7/31/2014,KRAFT FOODS,Consumer Staples,0.09790,0.02680,0.02550
7/31/2014,PROCTER & GAMBLE,Consumer Staples,-0.07270,0.05690,0.02090
7/31/2014,CHEVRON,Energy,0.09310,0.00660,0.00040
7/31/2014,EXXONMOBIL,Energy,0.05310,0.05870,0.04900
7/31/2014,AMER EXPRESS,Financials,-0.07190,0.00690,0.01070
7/31/2014,BANK OF AMERICA,Financials,0.05830,0.04370,0.01460
7/31/2014,CITIGROUP,Financials,-0.00490,0.04010,0.04390
7/31/2014,JPMORGAN CHASE & CO,Financials,0.02120,0.03180,0.05830
7/31/2014,JOHNSON & JOHNSON,Health Care,-0.07730,0.01670,0.00000
7/31/2014,MERCK & CO.,Health Care,0.07020,0.02960,0.05230
7/31/2014,PFIZER,Health Care,0.05330,0.02780,0.01240
7/31/2014,3M COMPANY,Industrials,0.01990,0.05710,0.03670
7/31/2014,BOEING,Industrials,-0.01740,0.00240,0.02900
7/31/2014,CATERPILLAR,Industrials,-0.06540,0.05820,0.04530
7/31/2014,GENERAL ELECTRIC,Industrials,-0.03430,0.02700,0.02580
7/31/2014,UNITED TECHNOLOGIES,Industrials,-0.05250,0.01490,0.01840
7/31/2014,HEWLETT-PACKARD,Information Technology,-0.05710,0.02480,0.04360
7/31/2014,INTEL,Information Technology,0.04720,0.01760,0.03620
7/31/2014,INT'L BUSINESS MACH,Information Technology,0.05430,0.00890,0.04760
7/31/2014,MICROSOFT,Information Technology,-0.04790,0.01320,0.05860
7/31/2014,ALCOA,Materials,-0.00960,0.04260,0.00570
7/31/2014,DUPONT,Materials,0.09850,0.00350,0.05260
7/31/2014,AT&T,Telecommunicatons,-0.07980,0.01900,0.00300
7/31/2014,VERIZON COMM,Telecommunicatons,-0.01510,0.17310,0.12040
8/1/2014,GENERAL MOTORS,Consumer Discretionary,0.07860,0.02590,0.01660
8/1/2014,HOME DEPOT,Consumer Discretionary,0.06770,0.05490,0.05170
8/1/2014,MCDONALD'S,Consumer Discretionary,-0.09680,0.03050,0.02150
8/1/2014,WALMART,Consumer Discretionary,0.01380,0.03580,0.03130
8/1/2014,DISNEY (WALT),Consumer Discretionary,-0.00280,0.01240,0.03050
8/1/2014,COCA-COLA,Consumer Staples,0.04510,0.04100,0.02980
8/1/2014,KRAFT FOODS,Consumer Staples,0.04850,0.04370,0.03640
8/1/2014,PROCTER & GAMBLE,Consumer Staples,0.09150,0.04400,0.05540
8/1/2014,CHEVRON,Energy,0.00560,0.05510,0.02920
8/1/2014,EXXONMOBIL,Energy,0.08800,0.01690,0.05310
8/1/2014,AMER EXPRESS,Financials,-0.09990,0.02800,0.02190
8/1/2014,BANK OF AMERICA,Financials,0.09930,0.03280,0.05030
8/1/2014,CITIGROUP,Financials,-0.03850,0.04120,0.04350
8/1/2014,JPMORGAN CHASE & CO,Financials,-0.07810,0.02480,0.04170
8/1/2014,JOHNSON & JOHNSON,Health Care,-0.08060,0.00950,0.02450
8/1/2014,MERCK & CO.,Health Care,-0.01780,0.01690,0.04710
8/1/2014,PFIZER,Health Care,-0.05710,0.04100,0.01190
8/1/2014,3M COMPANY,Industrials,0.06580,0.01140,0.02200
8/1/2014,BOEING,Industrials,0.06750,0.03270,0.05230
8/1/2014,CATERPILLAR,Industrials,0.05170,0.04220,0.00590
8/1/2014,GENERAL ELECTRIC,Industrials,-0.03950,0.04740,0.00800
8/1/2014,UNITED TECHNOLOGIES,Industrials,-0.06550,0.01300,0.02720
8/1/2014,HEWLETT-PACKARD,Information Technology,0.05830,0.00400,0.01640
8/1/2014,INTEL,Information Technology,-0.06850,0.05650,0.03520
8/1/2014,INT'L BUSINESS MACH,Information Technology,-0.00820,0.02040,0.01870
8/1/2014,MICROSOFT,Information Technology,-0.03010,0.00550,0.03890
8/1/2014,ALCOA,Materials,-0.03850,0.00230,0.00350
8/1/2014,DUPONT,Materials,-0.04560,0.05210,0.02140
8/1/2014,AT&T,Telecommunicatons,-0.05370,0.04270,0.00080
8/1/2014,VERIZON COMM,Telecommunicatons,-0.08700,0.11540,0.15330
8/2/2014,GENERAL MOTORS,Consumer Discretionary,0.03480,0.00740,0.01970
8/2/2014,HOME DEPOT,Consumer Discretionary,0.00430,0.03890,0.04400
8/2/2014,MCDONALD'S,Consumer Discretionary,0.06100,0.05510,0.01550
8/2/2014,WALMART,Consumer Discretionary,0.05530,0.02520,0.03030
8/2/2014,DISNEY (WALT),Consumer Discretionary,0.01040,0.03860,0.02110
8/2/2014,COCA-COLA,Consumer Staples,-0.04100,0.00790,0.02330
8/2/2014,KRAFT FOODS,Consumer Staples,-0.02430,0.00530,0.04880
8/2/2014,PROCTER & GAMBLE,Consumer Staples,0.05830,0.05630,0.02330
8/2/2014,CHEVRON,Energy,0.02040,0.05230,0.01850
8/2/2014,EXXONMOBIL,Energy,-0.06180,0.05610,0.02020
8/2/2014,AMER EXPRESS,Financials,-0.01350,0.05820,0.03570
8/2/2014,BANK OF AMERICA,Financials,-0.01090,0.04980,0.00050
8/2/2014,CITIGROUP,Financials,-0.06290,0.01380,0.05030
8/2/2014,JPMORGAN CHASE & CO,Financials,0.02310,0.00240,0.01410
8/2/2014,JOHNSON & JOHNSON,Health Care,-0.07480,0.05250,0.02510
8/2/2014,MERCK & CO.,Health Care,0.09980,0.05540,0.03420
8/2/2014,PFIZER,Health Care,-0.05210,0.05480,0.03320
8/2/2014,3M COMPANY,Industrials,0.00000,0.03740,0.05360
8/2/2014,BOEING,Industrials,-0.05620,0.01660,0.02110
8/2/2014,CATERPILLAR,Industrials,0.08320,0.05460,0.03780
8/2/2014,GENERAL ELECTRIC,Industrials,0.08000,0.00560,0.02930
8/2/2014,UNITED TECHNOLOGIES,Industrials,-0.09880,0.03990,0.02470
8/2/2014,HEWLETT-PACKARD,Information Technology,-0.04380,0.04600,0.04380
8/2/2014,INTEL,Information Technology,-0.06180,0.03770,0.02410
8/2/2014,INT'L BUSINESS MACH,Information Technology,0.04360,0.05290,0.04520
8/2/2014,MICROSOFT,Information Technology,0.08340,0.02100,0.04940
8/2/2014,ALCOA,Materials,-0.05650,0.05280,0.04930
8/2/2014,DUPONT,Materials,0.05840,0.03350,0.04820
8/2/2014,AT&T,Telecommunicatons,0.07620,0.04540,0.05630
8/2/2014,VERIZON COMM,Telecommunicatons,-0.07610,-0.07360,0.05950
8/3/2014,GENERAL MOTORS,Consumer Discretionary,0.02950,0.03050,0.05570
8/3/2014,HOME DEPOT,Consumer Discretionary,0.08080,0.00300,0.04370
8/3/2014,MCDONALD'S,Consumer Discretionary,0.07720,0.03780,0.05770
8/3/2014,WALMART,Consumer Discretionary,0.09800,0.00950,0.03640
8/3/2014,DISNEY (WALT),Consumer Discretionary,-0.07150,0.03450,0.03830
8/3/2014,COCA-COLA,Consumer Staples,0.00530,0.00490,0.03780
8/3/2014,KRAFT FOODS,Consumer Staples,0.09370,0.04750,0.04700
8/3/2014,PROCTER & GAMBLE,Consumer Staples,-0.00510,0.02680,0.00350
8/3/2014,CHEVRON,Energy,-0.04760,0.04710,0.04090
8/3/2014,EXXONMOBIL,Energy,-0.09500,0.04600,0.04180
8/3/2014,AMER EXPRESS,Financials,0.09310,0.02310,0.00410
8/3/2014,BANK OF AMERICA,Financials,0.08350,0.00690,0.01800
8/3/2014,CITIGROUP,Financials,-0.09870,0.05090,0.05210
8/3/2014,JPMORGAN CHASE & CO,Financials,0.09310,0.03910,0.02600
8/3/2014,JOHNSON & JOHNSON,Health Care,0.06070,0.05190,0.04850
8/3/2014,MERCK & CO.,Health Care,0.03750,0.01000,0.03910
8/3/2014,PFIZER,Health Care,0.04820,0.01490,0.01210
8/3/2014,3M COMPANY,Industrials,0.03940,0.05130,0.05800
8/3/2014,BOEING,Industrials,-0.01440,0.03120,0.03580
8/3/2014,CATERPILLAR,Industrials,0.03090,0.00530,0.03770
8/3/2014,GENERAL ELECTRIC,Industrials,0.02080,0.02490,0.04000
8/3/2014,UNITED TECHNOLOGIES,Industrials,-0.07210,0.01830,0.00170
8/3/2014,HEWLETT-PACKARD,Information Technology,-0.05610,0.05490,0.04970
8/3/2014,INTEL,Information Technology,0.05220,0.00060,0.00320
8/3/2014,INT'L BUSINESS MACH,Information Technology,-0.04600,0.02280,0.05150
8/3/2014,MICROSOFT,Information Technology,-0.03420,0.02200,0.02550
8/3/2014,ALCOA,Materials,0.03960,0.04100,0.03910
8/3/2014,DUPONT,Materials,0.09490,0.04340,0.00030
8/3/2014,AT&T,Telecommunicatons,-0.01630,0.04990,0.04130
8/3/2014,VERIZON COMM,Telecommunicatons,0.01180,0.15010,0.01360
8/4/2014,GENERAL MOTORS,Consumer Discretionary,-0.08070,0.00400,0.02280
8/4/2014,HOME DEPOT,Consumer Discretionary,-0.05970,0.01410,0.00640
8/4/2014,MCDONALD'S,Consumer Discretionary,-0.05030,0.02130,0.04780
8/4/2014,WALMART,Consumer Discretionary,0.05620,0.00980,0.04590
8/4/2014,DISNEY (WALT),Consumer Discretionary,0.06290,0.01960,0.04100
8/4/2014,COCA-COLA,Consumer Staples,-0.07840,0.04790,0.01740
8/4/2014,KRAFT FOODS,Consumer Staples,0.03820,0.03290,0.01190
8/4/2014,PROCTER & GAMBLE,Consumer Staples,0.07280,0.04590,0.05270
8/4/2014,CHEVRON,Energy,-0.00320,0.04870,0.02460
8/4/2014,EXXONMOBIL,Energy,0.00310,0.05670,0.03020
8/4/2014,AMER EXPRESS,Financials,-0.01360,0.03940,0.00870
8/4/2014,BANK OF AMERICA,Financials,0.02220,0.02280,0.00330
8/4/2014,CITIGROUP,Financials,-0.04630,0.04000,0.03310
8/4/2014,JPMORGAN CHASE & CO,Financials,-0.03400,0.00020,0.00200
8/4/2014,JOHNSON & JOHNSON,Health Care,0.08700,0.02640,0.03480
8/4/2014,MERCK & CO.,Health Care,0.07840,0.05660,0.02950
8/4/2014,PFIZER,Health Care,0.00400,0.03090,0.00210
8/4/2014,3M COMPANY,Industrials,0.01890,0.04640,0.02510
8/4/2014,BOEING,Industrials,-0.05900,0.03970,0.04210
8/4/2014,CATERPILLAR,Industrials,0.02980,0.03210,0.00560
8/4/2014,GENERAL ELECTRIC,Industrials,0.06000,0.04380,0.05880
8/4/2014,UNITED TECHNOLOGIES,Industrials,0.06560,0.04230,0.01610
8/4/2014,HEWLETT-PACKARD,Information Technology,-0.00530,0.01070,0.04550
8/4/2014,INTEL,Information Technology,0.03960,0.05740,0.02530
8/4/2014,INT'L BUSINESS MACH,Information Technology,0.09760,0.00720,0.04560
8/4/2014,MICROSOFT,Information Technology,-0.03330,0.03190,0.00570
8/4/2014,ALCOA,Materials,-0.03310,0.00450,0.05870
8/4/2014,DUPONT,Materials,0.00980,0.04840,0.04850
8/4/2014,AT&T,Telecommunicatons,0.07400,0.02940,0.05140
8/4/2014,VERIZON COMM,Telecommunicatons,-0.06810,0.08900,0.15720
8/5/2014,GENERAL MOTORS,Consumer Discretionary,-0.09280,0.05490,0.00470
8/5/2014,HOME DEPOT,Consumer Discretionary,0.04080,0.00700,0.01930
8/5/2014,MCDONALD'S,Consumer Discretionary,-0.03230,0.05300,0.01410
8/5/2014,WALMART,Consumer Discretionary,-0.02420,0.02620,0.01960
8/5/2014,DISNEY (WALT),Consumer Discretionary,0.05330,0.04360,0.04280
8/5/2014,COCA-COLA,Consumer Staples,-0.01560,0.01570,0.01420
8/5/2014,KRAFT FOODS,Consumer Staples,-0.01310,0.00490,0.02040
8/5/2014,PROCTER & GAMBLE,Consumer Staples,-0.04720,0.04770,0.04850
8/5/2014,CHEVRON,Energy,0.04560,0.03700,0.00050
8/5/2014,EXXONMOBIL,Energy,0.02480,0.04340,0.02750
8/5/2014,AMER EXPRESS,Financials,0.00740,0.01550,0.05310
8/5/2014,BANK OF AMERICA,Financials,0.03490,0.03120,0.04270
8/5/2014,CITIGROUP,Financials,-0.05630,0.01730,0.01850
8/5/2014,JPMORGAN CHASE & CO,Financials,0.01410,0.03530,0.02280
8/5/2014,JOHNSON & JOHNSON,Health Care,-0.06050,0.04280,0.04210
8/5/2014,MERCK & CO.,Health Care,0.00180,0.05200,0.02780
8/5/2014,PFIZER,Health Care,0.08140,0.00860,0.05300
8/5/2014,3M COMPANY,Industrials,0.08240,0.00920,0.05870
8/5/2014,BOEING,Industrials,-0.00420,0.03320,0.02410
8/5/2014,CATERPILLAR,Industrials,-0.00810,0.05790,0.01900
8/5/2014,GENERAL ELECTRIC,Industrials,-0.07400,0.00740,0.05230
8/5/2014,UNITED TECHNOLOGIES,Industrials,-0.02940,0.00930,0.00520
8/5/2014,HEWLETT-PACKARD,Information Technology,-0.04550,0.04390,0.00750
8/5/2014,INTEL,Information Technology,-0.08010,0.02090,0.04560
8/5/2014,INT'L BUSINESS MACH,Information Technology,0.01160,0.03190,0.01720
8/5/2014,MICROSOFT,Information Technology,-0.01440,0.04070,0.01890
8/5/2014,ALCOA,Materials,-0.08700,0.01030,0.03430
8/5/2014,DUPONT,Materials,-0.06780,0.03070,0.01840
8/5/2014,AT&T,Telecommunicatons,-0.07870,0.02110,0.05430
8/5/2014,VERIZON COMM,Telecommunicatons,0.08080,0.14740,0.17290
8/6/2014,GENERAL MOTORS,Consumer Discretionary,-0.01750,0.05620,0.05600
8/6/2014,HOME DEPOT,Consumer Discretionary,-0.04080,0.00890,0.05700
8/6/2014,MCDONALD'S,Consumer Discretionary,-0.08880,0.04120,0.02000
8/6/2014,WALMART,Consumer Discretionary,0.09700,0.05280,0.02590
8/6/2014,DISNEY (WALT),Consumer Discretionary,0.06340,0.03750,0.02220
8/6/2014,COCA-COLA,Consumer Staples,0.01250,0.04080,0.00600
8/6/2014,KRAFT FOODS,Consumer Staples,-0.04710,0.03290,0.04650
8/6/2014,PROCTER & GAMBLE,Consumer Staples,-0.01930,0.05160,0.05470
8/6/2014,CHEVRON,Energy,-0.00530,0.00080,0.02950
8/6/2014,EXXONMOBIL,Energy,0.03550,0.05190,0.01390
8/6/2014,AMER EXPRESS,Financials,-0.09030,0.03000,0.02150
8/6/2014,BANK OF AMERICA,Financials,0.02680,0.03950,0.05210
8/6/2014,CITIGROUP,Financials,-0.09750,0.03800,0.02360
8/6/2014,JPMORGAN CHASE & CO,Financials,0.05340,0.04000,0.04670
8/6/2014,JOHNSON & JOHNSON,Health Care,-0.04440,0.05400,0.01820
8/6/2014,MERCK & CO.,Health Care,0.04580,0.05560,0.05090
8/6/2014,PFIZER,Health Care,-0.08550,0.05530,0.05450
8/6/2014,3M COMPANY,Industrials,-0.02930,0.04590,0.03610
8/6/2014,BOEING,Industrials,-0.04720,0.00520,0.05650
8/6/2014,CATERPILLAR,Industrials,-0.05370,0.03090,0.01200
8/6/2014,GENERAL ELECTRIC,Industrials,-0.00390,0.03050,0.00640
8/6/2014,UNITED TECHNOLOGIES,Industrials,0.08770,0.01820,0.03220
8/6/2014,HEWLETT-PACKARD,Information Technology,0.06170,0.02560,0.04450
8/6/2014,INTEL,Information Technology,0.09310,0.01950,0.05260
8/6/2014,INT'L BUSINESS MACH,Information Technology,-0.02910,0.05720,0.03400
8/6/2014,MICROSOFT,Information Technology,-0.03950,0.01220,0.04870
8/6/2014,ALCOA,Materials,0.09080,0.00300,0.04320
8/6/2014,DUPONT,Materials,0.06360,0.05750,0.02650
8/6/2014,AT&T,Telecommunicatons,0.03490,0.04750,0.01660
8/6/2014,VERIZON COMM,Telecommunicatons,0.08830,-0.04010,-0.00860
8/7/2014,GENERAL MOTORS,Consumer Discretionary,-0.09220,0.03850,0.01410
8/7/2014,HOME DEPOT,Consumer Discretionary,-0.04940,0.01990,0.00830
8/7/2014,MCDONALD'S,Consumer Discretionary,-0.03250,0.03270,0.04040
8/7/2014,WALMART,Consumer Discretionary,0.02400,0.04840,0.04770
8/7/2014,DISNEY (WALT),Consumer Discretionary,0.03720,0.00980,0.03920
8/7/2014,COCA-COLA,Consumer Staples,-0.09140,0.03740,0.02370
8/7/2014,KRAFT FOODS,Consumer Staples,-0.07230,0.04100,0.03230
8/7/2014,PROCTER & GAMBLE,Consumer Staples,-0.07000,0.03780,0.04610
8/7/2014,CHEVRON,Energy,0.00790,0.05100,0.02620
8/7/2014,EXXONMOBIL,Energy,-0.04950,0.03510,0.02130
8/7/2014,AMER EXPRESS,Financials,-0.01520,0.00250,0.04410
8/7/2014,BANK OF AMERICA,Financials,-0.00220,0.02550,0.04610
8/7/2014,CITIGROUP,Financials,0.03500,0.00970,0.04510
8/7/2014,JPMORGAN CHASE & CO,Financials,-0.08660,0.05580,0.00060
8/7/2014,JOHNSON & JOHNSON,Health Care,-0.09230,0.01970,0.00590
8/7/2014,MERCK & CO.,Health Care,-0.09460,0.05440,0.01080
8/7/2014,PFIZER,Health Care,-0.06670,0.00910,0.05010
8/7/2014,3M COMPANY,Industrials,-0.01640,0.04760,0.00350
8/7/2014,BOEING,Industrials,-0.06080,0.00360,0.03860
8/7/2014,CATERPILLAR,Industrials,0.06820,0.03780,0.03460
8/7/2014,GENERAL ELECTRIC,Industrials,-0.04960,0.04580,0.00200
8/7/2014,UNITED TECHNOLOGIES,Industrials,0.04370,0.03010,0.01430
8/7/2014,HEWLETT-PACKARD,Information Technology,-0.04070,0.02980,0.02140
8/7/2014,INTEL,Information Technology,0.03850,0.02870,0.00470
8/7/2014,INT'L BUSINESS MACH,Information Technology,-0.00940,0.00310,0.00930
8/7/2014,MICROSOFT,Information Technology,-0.09910,0.02890,0.04700
8/7/2014,ALCOA,Materials,-0.07320,0.00310,0.01960
8/7/2014,DUPONT,Materials,-0.04630,0.00980,0.00870
8/7/2014,AT&T,Telecommunicatons,0.10000,0.03120,0.02890
8/7/2014,VERIZON COMM,Telecommunicatons,-0.02120,0.17210,0.26540
8/8/2014,GENERAL MOTORS,Consumer Discretionary,0.04990,0.03520,0.05840
8/8/2014,HOME DEPOT,Consumer Discretionary,0.01380,0.01450,0.00660
8/8/2014,MCDONALD'S,Consumer Discretionary,-0.08880,0.01520,0.02350
8/8/2014,WALMART,Consumer Discretionary,-0.08800,0.04880,0.03860
